airport,latitude,longitude
PIA,42.7452716,2.9191579
PVD,41.72434,-71.4296527
PWM,26.9297693,57.5610161
RDU,35.870371,-78.79765
ROC,43.1161699,-77.67269338979611
SAV,37.765446,30.645786
SCE,35.615163,-117.669385
SRQ,39.8153407,47.7693841
STL,38.74962725,-90.37047024952082
SYR,19.166667,43.166667
TRI,38.5451489,-77.3327425
TUL,45.2678347,1.7706797
TYS,35.809552999999994,-83.99887165077078
VPS,37.3787644,-121.9844674
ABE,40.1658829,-84.3743929
ABQ,51.5473673,-0.0522137
ABR,42.227681,13.854983
ABY,9.5963774,28.4403379
ACT,38.6786534,-104.7105892
ACV,-34.5672813,-58.4858446
AEX,31.329273649999998,-92.54095486627727
ALW,17.5050368,78.514663
APN,51.8458777,5.8263043
ASE,31.133139,98.98579
AZO,33.5155475,132.5265527
BFF,34.1012301,-118.3014392
BIH,44.3053476,17.5961467
BIL,47.1402077,7.2439029
BIS,43.0434206,16.165472532604653
BJI,27.412079,89.238684
BLI,55.4673327,48.4078382
BNA,35.5710071,44.7364245
BPT,41.2084688,-96.023646
BQK,31.259811,-81.4639706620112
BRD,44.841225,-0.5800364
BTM,12.911275849999999,77.60456543431182
BTR,32.9956392,35.6826178
CAK,47.353935,16.5136076
CDC,-3.09848925,-60.06222752312142
CHO,28.0501772,-16.6656709
CID,35.712047,-80.1059762
CIU,29.0464667,99.375908
CLE,39.0678155,-84.1566341
CLL,35.655483,-97.559536
CMH,37.6435334,-93.1047756
CMX,25.766892300000002,-80.1945111928758
CNY,19.9088414,99.8402147
COS,42.9768891,1.568609
CPR,34.642867,-82.583211
CRP,43.87528545,-95.68595469270477
CRW,32.6826975,-101.7345891
CSG,51.462209599999994,-2.577449101991652
CYS,-33.4346064,-70.6572197
DAY,41.2115526,-121.3744266
DDC,27.64861265,85.32531858843163
DEC,46.2843291,18.7600689
DIK,38.840122,40.646145
DLH,33.93304755,-118.38296762351402
DRO,45.961471,10.9111105
DSM,44.0033869,-121.6883402
DTW,11.433333,25.35
DVL,53.4135594,-6.349155552741122
EGE,39.9008874,32.9169558
EKO,6.4550575,3.3941795
ELM,40.2039825,-76.3488476
ELP,52.8820781,6.6432482
ESC,52.0726017,8.762881991503136
EUG,44.124162749999996,-123.214917964354
EVV,38.0174294,-87.53549639961464
EWR,51.9293628,-0.9808491474216803
FAR,37.0162727,-7.9351771
FAT,-9.9020987,124.6290998
FCA,41.49103425,13.746501716015452
FLG,43.4551347,3.408015
FOD,-38.200190250000006,144.30191828138078
FSD,18.4596994,53.0982277
FSM,48.210678,16.3807122
FWA,35.9823472,36.703949
GCC,31.698210699999997,-106.39533846758061
GCK,50.5925097,21.0010414
GEG,45.19402575,5.709592250000002
GFK,45.4509182,9.1612291
GGG,-0.6489734,100.13688698797796
GJT,39.123415800000004,-108.52444920306618
GRB,41.6424143,-1.0016453048843648
GRI,42.2999256,20.069851
GRK,45.0363979,18.049326488265656
GSO,33.4619044,-112.1760442
GSP,34.8954456,-82.21722845651891
GTF,48.856435,2.362486
GUC,52.091882999999996,17.397500238271864
HDN,14.28354,47.483692
HIB,47.38500865,-92.83874877590284
HLN,37.3005653,44.7544342
HOU,36.9872437,118.9650909
HRL,10.3528744,76.5120396
HSV,51.7359606,19.424322230871738
HYS,47.2176844,1.0751313
IAH,43.485555,-79.6311401
IDA,33.0028525,-93.8929997
IMT,43.8461091,10.511126066867835
IND,40.3270127,-86.1746933
INL,43.494997,-112.079882
JAC,48.5918367,18.1360358
JFK,40.642947899999996,-73.7793733748521
JLN,-3.324625,104.703698
JMS,23.2555622,82.1348988
JST,-6.2257036,106.6594768
LAR,27.6619203,54.3229561
LAS,43.4697786,0.3098676
LAW,35.7631227,-88.6053317
LAX,31.4732507,-83.1215404
LBB,49.996317,8.2809779
LBF,50.9140256,15.56088232116836
LBL,45.18533325,5.7715086855495485
LCH,34.7534653,-98.32828109436466
LGA,42.8814427,24.0216384
LGB,13.718509749999999,-89.0736312222168
LNK,38.798323,-97.798683
LRD,37.3578932,48.6304427
LWS,20.0171109,103.378253
MAF,-21.099332,55.4444722
MBS,43.535796149999996,-84.08284956680652
MCW,28.705982,77.139677
MDT,36.777857600000004,-76.36139938663678
MDW,36.410372,-99.412482
MEI,24.4146228,116.2342558
MEM,46.8397434,-100.7712354
MFE,38.4100884,-82.4789063
MFR,13.0986515,30.5301114
MKE,48.8638011,15.115839336574235
MOB,6.4413385,4.3186855
MOT,32.9068055,-93.571286
MRY,57.416667,-3.25
MSO,40.0513912,70.8361025
MTJ,38.69581,-8.942661
OAK,37.5764379,-88.517825
OKC,43.9818686,22.866730976243858
ONT,50.000678,-86.000977
OTH,40.278598,-90.644104
PDX,45.5255102,-122.67777
ELP,52.8820781,6.6432482
EUG,44.124162749999996,-123.214917964354
FLL,46.424572,-87.97114
HNL,52.4748963,1.7524348584139826
IAH,43.485555,-79.6311401
ISP,50.3191774,20.9669264
ITO,34.926734,139.087685
KOA,-7.8965141,140.5021749
LIH,21.97206585,-159.33671538390365
MCO,29.445302249999997,-100.91964965
EYW,24.5554773,-81.75961603475078
FSD,18.4596994,53.0982277
ILM,34.27353635,-77.90953507173883
JFK,40.642947899999996,-73.7793733748521
OGG,34.8353363,-101.8901892
PBI,36.673138050000006,-121.6543791
PHX,33.409092,-112.36551
PVD,41.72434,-71.4296527
PWM,26.9297693,57.5610161
RDU,35.870371,-78.79765
RIC,41.4427241,22.5194504
RNO,57.9159394,30.7383222
SAN,48.1978559,3.282606
SAT,40.7426067,-7.7336741
SAV,37.765446,30.645786
SBA,22.7382098,56.7028366
SBP,49.499205,2.433387
SEA,37.5666791,126.9782914
SFO,54.92108795,9.780981751762262
SJC,36.09509,-106.03875579447538
SJU,58.11413,11.417193959836453
SLC,-30.044138,-51.20556320285798
SMF,-20.29515195,57.49604476883336
SNA,15.35,44.2
STT,10.7005828,76.1188893
STX,39.5075108,121.31556076535523
TPA,48.109792,20.7851996
TUS,36.4833014,59.5169387
VPS,37.3787644,-121.9844674
ADK,35.6668373,139.7495655
ADQ,56.7109977,-2.674364410815823
BET,31.2553377,34.7920936
BRW,39.171375,-92.156886
PSC,41.23857235,-75.894495
RIC,41.4427241,22.5194504
TVC,-8.97796365,13.400984544985985
PIB,26.1029931,-98.2564642
PIH,26.6200302,74.5204782
PLN,48.4190869,7.146114
PRC,35.000074,104.999927
RAP,44.0448069,-103.06068012445681
RDD,15.802349,43.75082
RDM,14.832183,45.393795
RHI,45.6314535,-89.47897405074303
RIW,50.860100849999995,7.093893714359217
RKS,61.1448902,21.544962874772267
ROW,36.278693,-94.6905014
SAF,6.4322505,10.4324131
SGU,37.1950896,-7.415254
SHR,37.732557,-97.416283
SJT,10.485195,-66.940356
SLN,12.9777049,77.5776713
SPS,54.06665,54.976368
STS,44.003452,-92.46003172493835
SUN,37.919279,-81.1698244
SUX,19.5305276,-96.90879984451496
SWO,53.54691605,8.0876553
TWF,10.618647,29.953455
TXK,33.46890325,-94.07746668519636
TYR,33.2721211,35.1964023
VCT,28.816423,-96.978525
VEL,33.7865754,75.3044557
XWA,1.42385795,103.85141787458431
YUM,32.64851395,-114.60772586873736
ART,30.7385109,-99.1114416
BGR,44.827739,-68.798961
ERI,42.1294712,-80.0852695
EWN,46.9565265,8.5146114
FLO,31.4182329,-95.9130149
HTS,37.2112612,-77.4072045
LYH,37.2112475,44.8971733
PGV,54.8949138,23.90219722421177
SBY,29.5500097,67.8833398
AKN,39.2620966,38.4965266
BIL,47.1402077,7.2439029
DLG,56.7256054,10.106325953840958
EAT,51.5112267,-0.1370862
FAI,46.1793313,11.0689304
OME,35.803601,139.238128
OTZ,48.5923103,10.8896272
PAE,59.19113755,24.034245145416094
PUW,52.02341,-4.397338
YKM,46.5702445,-120.4446441
BQN,53.72068,91.4406019
CDV,-34.5443207,-58.484003232468126
DAL,45.4844796,18.9861778
JNU,28.549507,77.167608
KTN,32.746160599999996,129.8903104539919
PSG,32.823238,-97.410413
SCC,38.5405798,-121.4885331
SIT,57.047680549999995,-135.36319363134277
WRG,37.3151583,57.9443638
YAK,59.500813550000004,-139.64408083356284
PSE,46.9700014,0.5024554
TTN,29.426335,35.209317
AZA,38.9303553,45.8253344
BLV,36.797757,-98.68993
BMI,49.49915355,11.43520439574488
CKB,42.4343313,19.2631112
FNT,48.9530122,10.1704954
HGR,-5.9190062,29.187842711933598
IAG,43.107266249999995,-78.95234982250545
LCK,53.5395304,14.5452451
PBG,52.4053003,16.793740403132706
PGD,52.210409299999995,20.948044444101747
PIE,45.060735,7.923549
PSM,-3.0513879,-79.8579204
PVU,57.8438439,114.1939612
RFD,42.172252,-88.012924
SCK,53.9607981,18.5297147
SFB,4.6891262,-74.0881753
SMX,14.532034150000001,120.9815805502175
SPI,50.4811696,4.7027047
STC,40.912551699999995,-74.23985047431242
SWF,32.3133303,35.8386891
TOL,45.9481918,83.6031059
USA,39.7837304,-100.445882
PQI,46.691199299999994,-68.047610593994
PPG,-32.91817185,151.7462801251914
ABI,24.5599675,102.4511945
BRO,59.514658,17.6426027
CMI,37.481816949999995,47.216346521383656
COU,33.7138712,130.4245061
GUM,34.9199785,-120.5215563
LIT,35.3481286,-96.6719618
BTV,47.4721844,9.7499395
PSP,41.6907,44.8668457
ROC,43.1161699,-77.67269338979611
MAF,-21.099332,55.4444722
LAX,31.4732507,-83.1215404
LAS,43.4697786,0.3098676
LBB,49.996317,8.2809779
OAK,37.5764379,-88.517825
LIH,21.97206585,-159.33671538390365
MCO,29.445302249999997,-100.91964965
MDW,36.410372,-99.412482
TUL,45.2678347,1.7706797
TRI,38.5451489,-77.3327425
STL,38.74962725,-90.37047024952082
OGG,34.8353363,-101.8901892
TYS,35.809552999999994,-83.99887165077078
DSM,44.0033869,-121.6883402
MSO,40.0513912,70.8361025
TVC,-8.97796365,13.400984544985985
SYR,19.166667,43.166667
DTW,11.433333,25.35
SFO,54.92108795,9.780981751762262
PDX,45.5255102,-122.67777
SJU,58.11413,11.417193959836453
MTJ,38.69581,-8.942661
FSD,18.4596994,53.0982277
ILM,34.27353635,-77.90953507173883
ABQ,51.5473673,-0.0522137
GSO,33.4619044,-112.1760442
SAN,48.1978559,3.282606
HSV,51.7359606,19.424322230871738
STT,10.7005828,76.1188893
ORF,36.8946697,-76.20229629965002
JFK,40.642947899999996,-73.7793733748521
MDT,36.777857600000004,-76.36139938663678
OKC,43.9818686,22.866730976243858
LFT,37.3871815,-122.0019921
ITH,42.491802050000004,-76.46069464880836
PSP,41.6907,44.8668457
GSP,34.8954456,-82.21722845651891
CVG,44.620408499999996,10.927840369587262
MEM,46.8397434,-100.7712354
COS,42.9768891,1.568609
VPS,37.3787644,-121.9844674
PVD,41.72434,-71.4296527
PWM,26.9297693,57.5610161
MKE,48.8638011,15.115839336574235
ORD,41.2511017,-94.0710625
SAV,37.765446,30.645786
BIL,47.1402077,7.2439029
RDU,35.870371,-78.79765
IAD,-21.7788848,-43.3744102
EUG,44.124162749999996,-123.214917964354
RIC,41.4427241,22.5194504
ELP,52.8820781,6.6432482
TUL,45.2678347,1.7706797
ABQ,51.5473673,-0.0522137
PIT,44.4765421,-1.1063789
IND,40.3270127,-86.1746933
STL,38.74962725,-90.37047024952082
LEX,37.3703899,-81.8003918
MIA,-21.5549167,165.9807237
MLU,51.50502735,11.943084123653719
SYR,19.166667,43.166667
IAH,43.485555,-79.6311401
TVC,-8.97796365,13.400984544985985
HPN,10.9287173,106.6990686
LAX,31.4732507,-83.1215404
TRI,38.5451489,-77.3327425
TYS,35.809552999999994,-83.99887165077078
EUG,44.124162749999996,-123.214917964354
LBB,49.996317,8.2809779
ELP,52.8820781,6.6432482
CAE,42.2040159,-72.635583
GSP,34.8954456,-82.21722845651891
MDT,36.777857600000004,-76.36139938663678
SHV,32.5173,-93.7111
PWM,26.9297693,57.5610161
LIH,21.97206585,-159.33671538390365
BIL,47.1402077,7.2439029
LIH,21.97206585,-159.33671538390365
DSM,44.0033869,-121.6883402
MKE,48.8638011,15.115839336574235
ROC,43.1161699,-77.67269338979611
LAS,43.4697786,0.3098676
OKC,43.9818686,22.866730976243858
OGG,34.8353363,-101.8901892
ORH,31.6910009,76.9565141
RIC,41.4427241,22.5194504
IAH,43.485555,-79.6311401
BZN,43.7371465,26.1066426
MKE,48.8638011,15.115839336574235
EUG,44.124162749999996,-123.214917964354
SAV,37.765446,30.645786
SFO,54.92108795,9.780981751762262
PHL,15.8137152,102.6007983
MCO,29.445302249999997,-100.91964965
CHA,29.7583709,91.5017422
PSP,41.6907,44.8668457
OAK,37.5764379,-88.517825
SGF,43.5756415,3.8523111
BIL,47.1402077,7.2439029
TUL,45.2678347,1.7706797
SRQ,39.8153407,47.7693841
ELP,52.8820781,6.6432482
STT,10.7005828,76.1188893
MDW,36.410372,-99.412482
STL,38.74962725,-90.37047024952082
RSW,49.9989624,6.4934556
XNA,36.279381150000006,-94.30231731247596
IND,40.3270127,-86.1746933
OAK,37.5764379,-88.517825
STL,38.74962725,-90.37047024952082
BOI,9.568333,9.495278
SAN,48.1978559,3.282606
PVD,41.72434,-71.4296527
VPS,37.3787644,-121.9844674
MEM,46.8397434,-100.7712354
MDW,36.410372,-99.412482
SJU,58.11413,11.417193959836453
RDU,35.870371,-78.79765
IAH,43.485555,-79.6311401
LAX,31.4732507,-83.1215404
TLH,34.7797863,-0.5715147
PWM,26.9297693,57.5610161
RDU,35.870371,-78.79765
ELP,52.8820781,6.6432482
MSO,40.0513912,70.8361025
TYS,35.809552999999994,-83.99887165077078
ICT,10.3026067,11.1712504
MSY,-34.925185299999995,138.58985442726532
OMA,54.5992486,-7.3029907
LAN,49.564665,3.620686
ABQ,51.5473673,-0.0522137
MAF,-21.099332,55.4444722
ACT,38.6786534,-104.7105892
OKC,43.9818686,22.866730976243858
MGM,34.0681903,-118.4008146
MSP,50.2863237,57.1743114
LAS,43.4697786,0.3098676
MSO,40.0513912,70.8361025
LAS,43.4697786,0.3098676
MCO,29.445302249999997,-100.91964965
SFO,54.92108795,9.780981751762262
MCO,29.445302249999997,-100.91964965
ROC,43.1161699,-77.67269338979611
MCI,47.262816349999994,11.392882331230885
AUS,30.19348925,-97.66500963529677
LAX,31.4732507,-83.1215404
PDX,45.5255102,-122.67777
AGS,37.7794178,-122.3960076
LAX,31.4732507,-83.1215404
LAX,31.4732507,-83.1215404
AVL,47.0795199,15.422190596309871
ROC,43.1161699,-77.67269338979611
HNL,52.4748963,1.7524348584139826
SFO,54.92108795,9.780981751762262
BLI,55.4673327,48.4078382
CAK,47.353935,16.5136076
CPR,34.642867,-82.583211
LAS,43.4697786,0.3098676
CLL,35.655483,-97.559536
HDN,14.28354,47.483692
DAB,32.7424496,74.4306076
FAT,-9.9020987,124.6290998
PSP,41.6907,44.8668457
PDX,45.5255102,-122.67777
PBI,36.673138050000006,-121.6543791
GEG,45.19402575,5.709592250000002
PDX,45.5255102,-122.67777
SBN,40.4085088,31.5713451
ATW,13.770767,43.777669
SAN,48.1978559,3.282606
ROA,49.4404591,1.0939658
BFL,37.744653,127.2109745
AVP,44.54921,12.0919873
OAK,37.5764379,-88.517825
LGB,13.718509749999999,-89.0736312222168
BPT,41.2084688,-96.023646
SAN,48.1978559,3.282606
ATL,33.63779875,-84.42927118585675
PDX,45.5255102,-122.67777
ONT,50.000678,-86.000977
PNS,49.8044351,18.236185216904673
RST,37.2793607,49.5846102
AMA,31.9515694,35.9239625
STX,39.5075108,121.31556076535523
ECP,40.33138,-74.664062
KOA,-7.8965141,140.5021749
MFE,38.4100884,-82.4789063
SBA,22.7382098,56.7028366
IDA,33.0028525,-93.8929997
LCH,34.7534653,-98.32828109436466
SFO,54.92108795,9.780981751762262
SYR,19.166667,43.166667
PHF,51.7364081,8.7831561
SMF,-20.29515195,57.49604476883336
MHT,50.343663,7.2622222
ALB,55.001251,-115.002136
SJC,36.09509,-106.03875579447538
MTJ,38.69581,-8.942661
FCA,41.49103425,13.746501716015452
DFW,32.8169726,-97.052651
RDD,15.802349,43.75082
HRL,10.3528744,76.5120396
DRO,45.961471,10.9111105
DEN,39.8606676,-104.68536732610298
MFR,13.0986515,30.5301114
SLC,-30.044138,-51.20556320285798
BDL,36.4636178,4.5322123
LAS,43.4697786,0.3098676
SAN,48.1978559,3.282606
MSN,26.7442307,56.0064125
BUR,43.1893067,0.3267126
TUS,36.4833014,59.5169387
ISP,50.3191774,20.9669264
BDL,36.4636178,4.5322123
DSM,44.0033869,-121.6883402
BQN,53.72068,91.4406019
CID,35.712047,-80.1059762
EWN,46.9565265,8.5146114
SAF,6.4322505,10.4324131
SPN,-8.304813,116.627613
MYR,33.680640600000004,-78.92905970872894
BIS,43.0434206,16.165472532604653
SDF,34.7903513,48.5279462
GRI,42.2999256,20.069851
SBY,29.5500097,67.8833398
MOT,32.9068055,-93.571286
GJT,39.123415800000004,-108.52444920306618
CLE,39.0678155,-84.1566341
AVL,47.0795199,15.422190596309871
TPA,48.109792,20.7851996
HTS,37.2112612,-77.4072045
FLO,31.4182329,-95.9130149
RAP,44.0448069,-103.06068012445681
BNA,35.5710071,44.7364245
PIA,42.7452716,2.9191579
CDV,-34.5443207,-58.484003232468126
SYR,19.166667,43.166667
GTF,48.856435,2.362486
LRD,37.3578932,48.6304427
ILM,34.27353635,-77.90953507173883
GSO,33.4619044,-112.1760442
RNO,57.9159394,30.7383222
CRP,43.87528545,-95.68595469270477
ELM,40.2039825,-76.3488476
ADK,35.6668373,139.7495655
LAS,43.4697786,0.3098676
EYW,24.5554773,-81.75961603475078
HYA,30.07573,81.53892
SYR,19.166667,43.166667
SCE,35.615163,-117.669385
CID,35.712047,-80.1059762
FWA,35.9823472,36.703949
SAN,48.1978559,3.282606
GSP,34.8954456,-82.21722845651891
WRG,37.3151583,57.9443638
HOU,36.9872437,118.9650909
CLE,39.0678155,-84.1566341
IND,40.3270127,-86.1746933
GUC,52.091882999999996,17.397500238271864
EVV,38.0174294,-87.53549639961464
LNK,38.798323,-97.798683
OAJ,9.9316554,-84.06156710468028
JNU,28.549507,77.167608
CHO,28.0501772,-16.6656709
SBP,49.499205,2.433387
JAC,48.5918367,18.1360358
PSP,41.6907,44.8668457
CID,35.712047,-80.1059762
BWI,12.7229649,4.1203454
CLT,42.463107,-71.332733
BHM,50.2917643,19.14518437848014
EGE,39.9008874,32.9169558
ITO,34.926734,139.087685
PVD,41.72434,-71.4296527
RDU,35.870371,-78.79765
TTN,29.426335,35.209317
MKE,48.8638011,15.115839336574235
JAX,45.1683631,3.6168847
JAN,35.174259,46.616195
SAT,40.7426067,-7.7336741
SEA,37.5666791,126.9782914
EWR,51.9293628,-0.9808491474216803
SNA,15.35,44.2
STL,38.74962725,-90.37047024952082
MRY,57.416667,-3.25
BET,31.2553377,34.7920936
SAV,37.765446,30.645786
ABE,40.1658829,-84.3743929
FNT,48.9530122,10.1704954
CLE,39.0678155,-84.1566341
BRW,39.171375,-92.156886
SWF,32.3133303,35.8386891
DAY,41.2115526,-121.3744266
RDM,14.832183,45.393795
LGA,42.8814427,24.0216384
DTW,11.433333,25.35
PSE,46.9700014,0.5024554
FAR,37.0162727,-7.9351771
MLB,48.9811975,2.1470934529829226
DTW,11.433333,25.35
ANC,61.18103525,-149.99789189730433
CMH,37.6435334,-93.1047756
GRR,31.3248393,34.9405303
MOB,6.4413385,4.3186855
BNA,35.5710071,44.7364245
ORF,36.8946697,-76.20229629965002
FSD,18.4596994,53.0982277
LIT,35.3481286,-96.6719618
PWM,26.9297693,57.5610161
PVD,41.72434,-71.4296527
GSO,33.4619044,-112.1760442
GRB,41.6424143,-1.0016453048843648
ROC,43.1161699,-77.67269338979611
CVG,44.620408499999996,10.927840369587262
CKB,42.4343313,19.2631112
ELP,52.8820781,6.6432482
PHX,33.409092,-112.36551
PAE,59.19113755,24.034245145416094
CMH,37.6435334,-93.1047756
FSD,18.4596994,53.0982277
OME,35.803601,139.238128
FAI,46.1793313,11.0689304
FLL,46.424572,-87.97114
ADQ,56.7109977,-2.674364410815823
COS,42.9768891,1.568609
BIL,47.1402077,7.2439029
ILM,34.27353635,-77.90953507173883
RDU,35.870371,-78.79765
LAX,31.4732507,-83.1215404
PSC,41.23857235,-75.894495
VPS,37.3787644,-121.9844674
STL,38.74962725,-90.37047024952082
BNA,35.5710071,44.7364245
SUN,37.919279,-81.1698244
OKC,43.9818686,22.866730976243858
TUL,45.2678347,1.7706797
OTZ,48.5923103,10.8896272
TYS,35.809552999999994,-83.99887165077078
MCO,29.445302249999997,-100.91964965
LIH,21.97206585,-159.33671538390365
LYH,37.2112475,44.8971733
ORH,31.6910009,76.9565141
KTN,32.746160599999996,129.8903104539919
ACK,35.396246500000004,-97.62048789951376
OGG,34.8353363,-101.8901892
MDT,36.777857600000004,-76.36139938663678
CAE,42.2040159,-72.635583
PWM,26.9297693,57.5610161
DSM,44.0033869,-121.6883402
MKE,48.8638011,15.115839336574235
SJT,10.485195,-66.940356
RIC,41.4427241,22.5194504
EUG,44.124162749999996,-123.214917964354
MEM,46.8397434,-100.7712354
RDU,35.870371,-78.79765
OAK,37.5764379,-88.517825
TUL,45.2678347,1.7706797
XNA,36.279381150000006,-94.30231731247596
SYR,19.166667,43.166667
JFK,40.642947899999996,-73.7793733748521
STT,10.7005828,76.1188893
PSG,32.823238,-97.410413
SCC,38.5405798,-121.4885331
FSD,18.4596994,53.0982277
BOS,45.7520158,22.8374152
MEM,46.8397434,-100.7712354
BOI,9.568333,9.495278
RIC,41.4427241,22.5194504
PWM,26.9297693,57.5610161
DTW,11.433333,25.35
MDW,36.410372,-99.412482
STS,44.003452,-92.46003172493835
FAY,49.88527,2.80813
BUF,42.9402016,-78.73075229745353
STL,38.74962725,-90.37047024952082
PWM,26.9297693,57.5610161
CHS,40.729827,-92.876885
CMH,37.6435334,-93.1047756
MLI,46.8265409,0.5577074
ABQ,51.5473673,-0.0522137
VLD,50.265338,2.800759414893616
ELP,52.8820781,6.6432482
MCO,29.445302249999997,-100.91964965
MSY,-34.925185299999995,138.58985442726532
TYS,35.809552999999994,-83.99887165077078
GFK,45.4509182,9.1612291
DSM,44.0033869,-121.6883402
MCI,47.262816349999994,11.392882331230885
SIT,57.047680549999995,-135.36319363134277
YAK,59.500813550000004,-139.64408083356284
BGR,44.827739,-68.798961
GUM,34.9199785,-120.5215563
ROC,43.1161699,-77.67269338979611
LAN,49.564665,3.620686
CRW,32.6826975,-101.7345891
LAX,31.4732507,-83.1215404
