airport,total_delays_ct,longitude,latitude
HRL,7.0,76.5120396,10.3528744
HSV,17.0,19.42432223087173,51.7359606
IAD,56.0,-43.3744102,-21.7788848
IAH,138.0,-79.6311401,43.485555
JAN,11.0,46.616195,35.174259
LBB,5.0,8.2809779,49.996317
LCH,13.0,-98.32828109436466,34.7534653
LFT,10.0,-122.0019921,37.3871815
LIT,10.0,-96.6719618,35.3481286
LNK,16.0,-97.798683,38.798323
LRD,7.0,48.6304427,37.3578932
MAF,2.0,55.4444722,-21.099332
MFE,3.0,-82.4789063,38.4100884
MOB,1.0,4.3186855,6.4413385
ORF,1.0,-76.20229629965002,36.8946697
PNS,17.0,18.23618521690468,49.8044351
RAP,9.0,-103.0606801244568,44.0448069
RIC,0.0,22.5194504,41.4427241
ROA,4.0,1.0939658,49.4404591
ROC,4.0,-77.67269338979611,43.1161699
SAF,12.0,10.4324131,6.4322505
SDF,0.0,48.5279462,34.7903513
SGF,13.0,3.8523111,43.5756415
SHV,19.0,-93.7111,32.5173
SYR,2.0,43.166667,19.166667
TUL,1.0,1.7706797,45.2678347
TYS,10.0,-83.99887165077078,35.809552999999994
XNA,0.0,-94.30231731247596,36.279381150000006
ABQ,3.0,-0.0522137,51.5473673
ALB,8.0,-115.002136,55.001251
ANC,28.0,-149.99789189730433,61.18103525
ATL,1262.0,-84.42927118585675,33.63779875
ATW,0.0,43.777669,13.770767
AUS,120.0,-97.66500963529676,30.19348925
AVL,22.0,15.422190596309871,47.0795199
BDL,24.0,4.5322123,36.4636178
BHM,17.0,19.14518437848014,50.2917643
BIL,2.0,7.2439029,47.1402077
BIS,2.0,16.165472532604653,43.0434206
BNA,40.0,44.7364245,35.5710071
BOI,7.0,9.495278,9.568333
BOS,200.0,22.8374152,45.7520158
BTR,7.0,35.6826178,32.9956392
BTV,3.0,9.7499395,47.4721844
BUF,6.0,-78.73075229745353,42.9402016
BWI,30.0,4.1203454,12.7229649
BZN,13.0,26.1066426,43.7371465
CAE,17.0,-72.635583,42.2040159
CHA,9.0,91.5017422,29.7583709
CHO,0.0,-16.6656709,28.0501772
CHS,21.0,-92.876885,40.729827
CID,0.0,-80.1059762,35.712047
CLE,18.0,-84.1566341,39.0678155
CLT,35.0,-71.332733,42.463107
CMH,20.0,-93.1047756,37.6435334
COS,5.0,1.568609,42.9768891
CVG,54.0,10.927840369587262,44.6204085
DAB,8.0,74.4306076,32.7424496
DAL,22.0,18.9861778,45.4844796
DAY,8.0,-121.3744266,41.2115526
DCA,64.0,-77.0460178,38.8530365
DEN,100.0,-104.68536732610298,39.8606676
DFW,124.0,-97.052651,32.8169726
DLH,3.0,-118.38296762351402,33.93304755
DSM,6.0,-121.6883402,44.0033869
DTW,399.0,25.35,11.433333
ECP,10.0,-74.664062,40.33138
ELP,6.0,6.6432482,52.8820781
EWR,48.0,-0.9808491474216804,51.9293628
EYW,2.0,-81.75961603475078,24.5554773
FAI,10.0,11.0689304,46.1793313
FAR,6.0,-7.9351771,37.0162727
FAY,2.0,2.80813,49.88527
FCA,5.0,13.746501716015452,41.49103425
FLL,82.0,-87.97114,46.424572
FSD,5.0,53.0982277,18.4596994
GEG,30.0,5.709592250000002,45.19402575
GNV,13.0,-77.0713713,-11.9344683
GPT,5.0,104.999927,35.000074
GRB,4.0,-1.0016453048843648,41.6424143
GRR,27.0,34.9405303,31.3248393
GSO,14.0,-112.1760442,33.4619044
GSP,12.0,-82.21722845651891,34.8954456
HNL,44.0,1.7524348584139826,52.4748963
HOU,7.0,118.9650909,36.9872437
HPN,19.0,106.6990686,10.9287173
HRL,0.0,76.5120396,10.3528744
HSV,4.0,19.42432223087173,51.7359606
IAD,30.0,-43.3744102,-21.7788848
IAH,55.0,-79.6311401,43.485555
ICT,4.0,11.1712504,10.3026067
ILM,4.0,-77.90953507173883,34.27353635
IND,26.0,-86.1746933,40.3270127
JAC,3.0,18.1360358,48.5918367
JAN,18.0,46.616195,35.174259
JAX,53.0,3.6168847,45.1683631
JFK,241.0,-73.7793733748521,40.6429479
JNU,0.0,77.167608,28.549507
KOA,8.0,140.5021749,-7.8965141
LAS,153.0,0.3098676,43.4697786
LAX,328.0,-83.1215404,31.4732507
LEX,7.0,-81.8003918,37.3703899
LGA,180.0,24.0216384,42.8814427
LGB,3.0,-89.0736312222168,13.71850975
LIH,7.0,-159.33671538390365,21.97206585
LIT,4.0,-96.6719618,35.3481286
MCI,39.0,11.392882331230885,47.26281635
MCO,178.0,-100.91964965,29.44530225
MDT,5.0,-76.36139938663678,36.7778576
MDW,10.0,-99.412482,36.410372
MEM,33.0,-100.7712354,46.8397434
MIA,121.0,165.9807237,-21.5549167
MKE,22.0,15.115839336574236,48.8638011
MLB,5.0,2.147093452982922,48.9811975
MOB,1.0,4.3186855,6.4413385
MSN,16.0,56.0064125,26.7442307
MSO,1.0,70.8361025,40.0513912
MSP,432.0,57.1743114,50.2863237
MSY,49.0,138.58985442726532,-34.925185299999995
MYR,9.0,-78.92905970872894,33.680640600000004
OAJ,1.0,-84.06156710468028,9.9316554
OAK,3.0,-88.517825,37.5764379
OGG,3.0,-101.8901892,34.8353363
OKC,9.0,22.866730976243858,43.9818686
OMA,11.0,-7.3029907,54.5992486
ONT,10.0,-86.000977,50.000678
ORD,135.0,-94.0710625,41.2511017
ORF,10.0,-76.20229629965002,36.8946697
PBI,49.0,-121.6543791,36.673138050000006
PDX,52.0,-122.67777,45.5255102
PHL,50.0,102.6007983,15.8137152
PHX,95.0,-112.36551,33.409092
PIT,13.0,-1.1063789,44.4765421
PNS,12.0,18.23618521690468,49.8044351
PSC,2.0,-75.894495,41.23857235
PSP,10.0,44.8668457,41.6907
PVD,12.0,-71.4296527,41.72434
PWM,1.0,57.5610161,26.9297693
RDU,82.0,-78.79765,35.870371
RIC,10.0,22.5194504,41.4427241
RNO,4.0,30.7383222,57.9159394
ROA,3.0,1.0939658,49.4404591
ROC,2.0,-77.67269338979611,43.1161699
RSW,60.0,6.4934556,49.9989624
SAN,61.0,3.282606,48.1978559
SAT,47.0,-7.7336741,40.7426067
SAV,18.0,30.645786,37.765446
SDF,8.0,48.5279462,34.7903513
SEA,274.0,126.9782914,37.5666791
SFO,145.0,9.780981751762262,54.92108795
SGF,3.0,3.8523111,43.5756415
SJC,26.0,-106.03875579447538,36.09509
SJU,16.0,11.417193959836451,58.11413
SLC,297.0,-51.20556320285798,-30.044138
SMF,36.0,57.49604476883336,-20.29515195
SNA,61.0,44.2,15.35
SRQ,9.0,47.7693841,39.8153407
STL,27.0,-90.37047024952082,38.74962725
STT,3.0,76.1188893,10.7005828
STX,0.0,121.31556076535524,39.5075108
SYR,16.0,43.166667,19.166667
TLH,7.0,-0.5715147,34.7797863
TPA,91.0,20.7851996,48.109792
TRI,2.0,-77.3327425,38.5451489
TUL,6.0,1.7706797,45.2678347
TUS,11.0,59.5169387,36.4833014
TVC,4.0,13.400984544985985,-8.97796365
TYS,10.0,-83.99887165077078,35.809552999999994
VPS,11.0,-121.9844674,37.3787644
XNA,2.0,-94.30231731247596,36.279381150000006
ATL,313.0,-84.42927118585675,33.63779875
AUS,5.0,-97.66500963529676,30.19348925
BDL,10.0,4.5322123,36.4636178
BNA,8.0,44.7364245,35.5710071
BOS,8.0,22.8374152,45.7520158
BQN,11.0,91.4406019,53.72068
BUF,14.0,-78.73075229745353,42.9402016
BWI,58.0,4.1203454,12.7229649
CHS,1.0,-92.876885,40.729827
CID,2.0,-80.1059762,35.712047
CLE,99.0,-84.1566341,39.0678155
CLT,44.0,-71.332733,42.463107
CMH,3.0,-93.1047756,37.6435334
CVG,63.0,10.927840369587262,44.6204085
DCA,12.0,-77.0460178,38.8530365
DEN,271.0,-104.68536732610298,39.8606676
DFW,175.0,-97.052651,32.8169726
DSM,3.0,-121.6883402,44.0033869
DTW,56.0,25.35,11.433333
ELP,3.0,6.6432482,52.8820781
FAR,0.0,-7.9351771,37.0162727
FLL,35.0,-87.97114,46.424572
FSD,3.0,53.0982277,18.4596994
GRB,0.0,-1.0016453048843648,41.6424143
GRR,10.0,34.9405303,31.3248393
HOU,2.0,118.9650909,36.9872437
IAH,29.0,-79.6311401,43.485555
IND,10.0,-86.1746933,40.3270127
ISP,31.0,20.9669264,50.3191774
JAX,13.0,3.6168847,45.1683631
LAS,174.0,0.3098676,43.4697786
LGA,22.0,24.0216384,42.8814427
LIT,1.0,-96.6719618,35.3481286
MCI,6.0,11.392882331230885,47.26281635
MCO,372.0,-100.91964965,29.44530225
MDT,2.0,-76.36139938663678,36.7778576
MDW,92.0,-99.412482,36.410372
MEM,6.0,-100.7712354,46.8397434
MIA,74.0,165.9807237,-21.5549167
MKE,14.0,15.115839336574236,48.8638011
MSN,3.0,56.0064125,26.7442307
MSP,17.0,57.1743114,50.2863237
MSY,12.0,138.58985442726532,-34.925185299999995
MYR,0.0,-78.92905970872894,33.680640600000004
OKC,9.0,22.866730976243858,43.9818686
OMA,9.0,-7.3029907,54.5992486
ONT,52.0,-86.000977,50.000678
ORD,22.0,-94.0710625,41.2511017
ORF,6.0,-76.20229629965002,36.8946697
PBI,19.0,-121.6543791,36.673138050000006
PDX,12.0,-122.67777,45.5255102
PHL,215.0,102.6007983,15.8137152
PHX,190.0,-112.36551,33.409092
PIT,2.0,-1.1063789,44.4765421
PNS,2.0,18.23618521690468,49.8044351
PSE,5.0,0.5024554,46.9700014
PWM,3.0,57.5610161,26.9297693
RDU,57.0,-78.79765,35.870371
RSW,46.0,6.4934556,49.9989624
SAN,49.0,3.282606,48.1978559
SAT,17.0,-7.7336741,40.7426067
SAV,1.0,30.645786,37.765446
SEA,14.0,126.9782914,37.5666791
SFO,62.0,9.780981751762262,54.92108795
SJU,86.0,11.417193959836451,58.11413
SLC,12.0,-51.20556320285798,-30.044138
SMF,1.0,57.49604476883336,-20.29515195
SNA,24.0,44.2,15.35
SRQ,6.0,47.7693841,39.8153407
STL,13.0,-90.37047024952082,38.74962725
STT,3.0,76.1188893,10.7005828
SYR,6.0,43.166667,19.166667
TPA,122.0,20.7851996,48.109792
TTN,42.0,35.209317,29.426335
TYS,1.0,-83.99887165077078,35.809552999999994
XNA,1.0,-94.30231731247596,36.279381150000006
ABE,18.0,-84.3743929,40.1658829
ALB,9.0,-115.002136,55.001251
ATW,31.0,43.777669,13.770767
AUS,21.0,-97.66500963529676,30.19348925
AVL,66.0,15.422190596309871,47.0795199
AZA,90.0,45.8253344,38.9303553
BGR,2.0,-68.798961,44.827739
BIL,4.0,7.2439029,47.1402077
BIS,3.0,16.165472532604653,43.0434206
BLI,10.0,48.4078382,55.4673327
BLV,4.0,-98.68993,36.797757
BMI,1.0,11.43520439574488,49.49915355
BNA,58.0,44.7364245,35.5710071
BOI,13.0,9.495278,9.568333
BOS,2.0,22.8374152,45.7520158
BWI,1.0,4.1203454,12.7229649
BZN,8.0,26.1066426,43.7371465
CAK,7.0,16.5136076,47.353935
CHA,3.0,91.5017422,29.7583709
CHS,2.0,-92.876885,40.729827
CID,4.0,-80.1059762,35.712047
CKB,3.0,19.2631112,42.4343313
CVG,35.0,10.927840369587262,44.6204085
DAY,2.0,-121.3744266,41.2115526
DEN,5.0,-104.68536732610298,39.8606676
DSM,44.0,-121.6883402,44.0033869
ELM,0.0,-76.3488476,40.2039825
ELP,1.0,6.6432482,52.8820781
EUG,8.0,-123.214917964354,44.12416275
EVV,1.0,-87.53549639961464,38.0174294
EWR,6.0,-0.9808491474216804,51.9293628
EYW,3.0,-81.75961603475078,24.5554773
FAR,5.0,-7.9351771,37.0162727
FAT,7.0,124.6290998,-9.9020987
FCA,2.0,13.746501716015452,41.49103425
FLL,82.0,-87.97114,46.424572
FNT,25.0,10.1704954,48.9530122
FSD,12.0,53.0982277,18.4596994
FWA,7.0,36.703949,35.9823472
GEG,2.0,5.709592250000002,45.19402575
GFK,3.0,9.1612291,45.4509182
GJT,3.0,-108.52444920306618,39.1234158
GRI,4.0,20.069851,42.2999256
GRR,32.0,34.9405303,31.3248393
GSO,1.0,-112.1760442,33.4619044
GSP,6.0,-82.21722845651891,34.8954456
GTF,2.0,2.362486,48.856435
HGR,1.0,29.1878427119336,-5.9190062
HOU,7.0,118.9650909,36.9872437
HTS,4.0,-77.4072045,37.2112612
IAD,6.0,-43.3744102,-21.7788848
IAG,2.0,-78.95234982250545,43.10726625
ICT,6.0,11.1712504,10.3026067
IDA,6.0,-93.8929997,33.0028525
IND,8.0,-86.1746933,40.3270127
JAX,6.0,3.6168847,45.1683631
LAS,138.0,0.3098676,43.4697786
LAX,22.0,-83.1215404,31.4732507
LCK,10.0,14.5452451,53.5395304
LEX,11.0,-81.8003918,37.3703899
LIT,7.0,-96.6719618,35.3481286
LRD,3.0,48.6304427,37.3578932
MCI,2.0,11.392882331230885,47.26281635
MDT,10.0,-76.36139938663678,36.7778576
MDW,3.0,-99.412482,36.410372
MEM,15.0,-100.7712354,46.8397434
MFE,3.0,-82.4789063,38.4100884
MFR,11.0,30.5301114,13.0986515
MLB,3.0,2.147093452982922,48.9811975
MLI,5.0,0.5577074,46.8265409
MOT,3.0,-93.571286,32.9068055
MRY,2.0,-3.25,57.416667
MSO,2.0,70.8361025,40.0513912
MSP,3.0,57.1743114,50.2863237
MSY,3.0,138.58985442726532,-34.925185299999995
MYR,9.0,-78.92905970872894,33.680640600000004
OAK,3.0,-88.517825,37.5764379
OKC,1.0,22.866730976243858,43.9818686
OMA,6.0,-7.3029907,54.5992486
ORF,7.0,-76.20229629965002,36.8946697
PBG,2.0,16.793740403132706,52.4053003
PBI,7.0,-121.6543791,36.673138050000006
PDX,2.0,-122.67777,45.5255102
PGD,113.0,20.948044444101747,52.2104093
PHX,14.0,-112.36551,33.409092
PIA,11.0,2.9191579,42.7452716
PIE,84.0,7.923549,45.060735
PIT,24.0,-1.1063789,44.4765421
PSC,4.0,-75.894495,41.23857235
PSM,3.0,-79.8579204,-3.0513879
PSP,0.0,44.8668457,41.6907
PVD,1.0,-71.4296527,41.72434
PVU,48.0,114.1939612,57.8438439
RAP,2.0,-103.0606801244568,44.0448069
RFD,7.0,-88.012924,42.172252
RIC,4.0,22.5194504,41.4427241
RNO,1.0,30.7383222,57.9159394
ROA,5.0,1.0939658,49.4404591
ROC,2.0,-77.67269338979611,43.1161699
SAN,2.0,3.282606,48.1978559
SAV,2.0,30.645786,37.765446
SBN,7.0,31.5713451,40.4085088
SCK,9.0,18.5297147,53.9607981
SDF,10.0,48.5279462,34.7903513
SFB,160.0,-74.0881753,4.6891262
SGF,10.0,3.8523111,43.5756415
SHV,0.0,-93.7111,32.5173
SMX,2.0,120.9815805502175,14.53203415
SNA,27.0,44.2,15.35
SPI,1.0,4.7027047,50.4811696
SRQ,30.0,47.7693841,39.8153407
STC,1.0,-74.23985047431242,40.9125517
SWF,2.0,35.8386891,32.3133303
SYR,11.0,43.166667,19.166667
TOL,4.0,83.6031059,45.9481918
TRI,4.0,-77.3327425,38.5451489
TUL,7.0,1.7706797,45.2678347
TVC,1.0,13.400984544985985,-8.97796365
TYS,52.0,-83.99887165077078,35.809552999999994
USA,17.0,-100.445882,39.7837304
VPS,5.0,-121.9844674,37.3787644
XNA,17.0,-94.30231731247596,36.279381150000006
ALB,1.0,-115.002136,55.001251
AVL,0.0,15.422190596309871,47.0795199
AVP,6.0,12.0919873,44.54921
BDL,5.0,4.5322123,36.4636178
BHM,6.0,19.14518437848014,50.2917643
BNA,0.0,44.7364245,35.5710071
BTV,3.0,9.7499395,47.4721844
BUF,3.0,-78.73075229745353,42.9402016
CAK,0.0,16.5136076,47.353935
CID,1.0,-80.1059762,35.712047
CLE,0.0,-84.1566341,39.0678155
CLT,2.0,-71.332733,42.463107
CMH,0.0,-93.1047756,37.6435334
CVG,4.0,10.927840369587262,44.6204085
DCA,27.0,-77.0460178,38.8530365
DSM,0.0,-121.6883402,44.0033869
DTW,4.0,25.35,11.433333
EWR,59.0,-0.9808491474216804,51.9293628
FNT,1.0,10.1704954,48.9530122
GRR,1.0,34.9405303,31.3248393
GSO,0.0,-112.1760442,33.4619044
GSP,2.0,-82.21722845651891,34.8954456
IAD,43.0,-43.3744102,-21.7788848
ICT,1.0,11.1712504,10.3026067
ILM,0.0,-77.90953507173883,34.27353635
ITH,4.0,-76.46069464880836,42.49180205
LIT,2.0,-96.6719618,35.3481286
MCI,0.0,11.392882331230885,47.26281635
MDT,6.0,-76.36139938663678,36.7778576
MSN,3.0,56.0064125,26.7442307
ORD,47.0,-94.0710625,41.2511017
ORF,3.0,-76.20229629965002,36.8946697
PHL,3.0,102.6007983,15.8137152
PIA,1.0,2.9191579,42.7452716
PIT,0.0,-1.1063789,44.4765421
PQI,6.0,-68.047610593994,46.6911993
PVD,7.0,-71.4296527,41.72434
PWM,2.0,57.5610161,26.9297693
RDU,0.0,-78.79765,35.870371
RIC,28.0,22.5194504,41.4427241
ROC,7.0,-77.67269338979611,43.1161699
SAV,0.0,30.645786,37.765446
SCE,5.0,-117.669385,35.615163
SGF,0.0,3.8523111,43.5756415
STL,25.0,-90.37047024952082,38.74962725
SYR,2.0,43.166667,19.166667
TVC,3.0,13.400984544985985,-8.97796365
TYS,0.0,-83.99887165077078,35.809552999999994
AUS,1.0,-97.66500963529676,30.19348925
BOS,2.0,22.8374152,45.7520158
HNL,486.0,1.7524348584139826,52.4748963
ITO,65.0,139.087685,34.926734
JFK,5.0,-73.7793733748521,40.6429479
KOA,90.0,140.5021749,-7.8965141
LAS,7.0,0.3098676,43.4697786
LAX,16.0,-83.1215404,31.4732507
LGB,11.0,-89.0736312222168,13.71850975
LIH,78.0,-159.33671538390365,21.97206585
OAK,12.0,-88.517825,37.5764379
OGG,143.0,-101.8901892,34.8353363
ONT,9.0,-86.000977,50.000678
PDX,11.0,-122.67777,45.5255102
PHX,2.0,-112.36551,33.409092
PPG,3.0,151.7462801251914,-32.91817185
SAN,9.0,3.282606,48.1978559
SEA,8.0,126.9782914,37.5666791
SFO,6.0,9.780981751762262,54.92108795
SJC,3.0,-106.03875579447538,36.09509
SMF,13.0,57.49604476883336,-20.29515195
ABI,25.0,102.4511945,24.5599675
ABQ,3.0,-0.0522137,51.5473673
ALB,5.0,-115.002136,55.001251
AMA,5.0,35.9239625,31.9515694
ATL,3.0,-84.42927118585675,33.63779875
ATW,9.0,43.777669,13.770767
AUS,144.0,-97.66500963529676,30.19348925
AVL,8.0,15.422190596309871,47.0795199
AVP,3.0,12.0919873,44.54921
BDL,7.0,4.5322123,36.4636178
BFL,0.0,127.2109745,37.744653
BGR,0.0,-68.798961,44.827739
BHM,27.0,19.14518437848014,50.2917643
BIL,2.0,7.2439029,47.1402077
BIS,3.0,16.165472532604653,43.0434206
BMI,9.0,11.43520439574488,49.49915355
BNA,47.0,44.7364245,35.5710071
BOI,4.0,9.495278,9.568333
BOS,28.0,22.8374152,45.7520158
BPT,4.0,-96.023646,41.2084688
BRO,9.0,17.6426027,59.514658
BTR,26.0,35.6826178,32.9956392
BTV,1.0,9.7499395,47.4721844
BUF,11.0,-78.73075229745353,42.9402016
BUR,0.0,0.3267126,43.1893067
BWI,13.0,4.1203454,12.7229649
CHA,12.0,91.5017422,29.7583709
CHS,6.0,-92.876885,40.729827
CID,17.0,-80.1059762,35.712047
CLE,0.0,-84.1566341,39.0678155
CLL,6.0,-97.559536,35.655483
CLT,61.0,-71.332733,42.463107
CMH,44.0,-93.1047756,37.6435334
CMI,20.0,47.216346521383656,37.48181695
COS,0.0,1.568609,42.9768891
COU,11.0,130.4245061,33.7138712
CRP,13.0,-95.68595469270475,43.87528545
CVG,43.0,10.927840369587262,44.6204085
DAY,1.0,-121.3744266,41.2115526
DCA,28.0,-77.0460178,38.8530365
DFW,714.0,-97.052651,32.8169726
DSM,11.0,-121.6883402,44.0033869
DTW,1.0,25.35,11.433333
ECP,6.0,-74.664062,40.33138
ELP,15.0,6.6432482,52.8820781
EVV,10.0,-87.53549639961464,38.0174294
EWR,10.0,-0.9808491474216804,51.9293628
EYW,34.0,-81.75961603475078,24.5554773
FAR,23.0,-7.9351771,37.0162727
FSD,2.0,53.0982277,18.4596994
FSM,2.0,16.3807122,48.210678
FWA,8.0,36.703949,35.9823472
GJT,4.0,-108.52444920306618,39.1234158
GNV,7.0,-77.0713713,-11.9344683
GPT,7.0,104.999927,35.000074
GRK,10.0,18.049326488265656,45.0363979
GRR,9.0,34.9405303,31.3248393
GSO,10.0,-112.1760442,33.4619044
GSP,9.0,-82.21722845651891,34.8954456
HHH,7.0,,
HOU,7.0,118.9650909,36.9872437
HPN,20.0,106.6990686,10.9287173
HRL,14.0,76.5120396,10.3528744
HSV,6.0,19.42432223087173,51.7359606
IAD,3.0,-43.3744102,-21.7788848
IAH,21.0,-79.6311401,43.485555
ICT,33.0,11.1712504,10.3026067
ILM,5.0,-77.90953507173883,34.27353635
IND,14.0,-86.1746933,40.3270127
JAN,15.0,46.616195,35.174259
JAX,16.0,3.6168847,45.1683631
LAW,11.0,-88.6053317,35.7631227
LBB,17.0,8.2809779,49.996317
LEX,2.0,-81.8003918,37.3703899
LFT,2.0,-122.0019921,37.3871815
LIT,46.0,-96.6719618,35.3481286
LRD,17.0,48.6304427,37.3578932
MAF,16.0,55.4444722,-21.099332
MCI,5.0,11.392882331230885,47.26281635
MDT,1.0,-76.36139938663678,36.7778576
MEM,18.0,-100.7712354,46.8397434
MFE,2.0,-82.4789063,38.4100884
MGM,6.0,-118.4008146,34.0681903
MHK,13.0,,
MHT,0.0,7.2622222,50.343663
MIA,158.0,165.9807237,-21.5549167
MLI,3.0,0.5577074,46.8265409
MLU,10.0,11.94308412365372,51.50502735
MOB,12.0,4.3186855,6.4413385
MSN,0.0,56.0064125,26.7442307
MSO,2.0,70.8361025,40.0513912
MSP,5.0,57.1743114,50.2863237
MSY,27.0,138.58985442726532,-34.925185299999995
MYR,0.0,-78.92905970872894,33.680640600000004
OKC,23.0,22.866730976243858,43.9818686
OMA,8.0,-7.3029907,54.5992486
ORD,315.0,-94.0710625,41.2511017
ORF,6.0,-76.20229629965002,36.8946697
PHX,34.0,-112.36551,33.409092
PIA,8.0,2.9191579,42.7452716
PIT,12.0,-1.1063789,44.4765421
PNS,19.0,18.23618521690468,49.8044351
PSP,5.0,44.8668457,41.6907
PVD,3.0,-71.4296527,41.72434
PWM,1.0,57.5610161,26.9297693
RAP,12.0,-103.0606801244568,44.0448069
RDU,25.0,-78.79765,35.870371
RIC,1.0,22.5194504,41.4427241
RNO,1.0,30.7383222,57.9159394
ROC,4.0,-77.67269338979611,43.1161699
SAT,7.0,-7.7336741,40.7426067
SAV,14.0,30.645786,37.765446
SBP,1.0,2.433387,49.499205
SDF,13.0,48.5279462,34.7903513
SEA,0.0,126.9782914,37.5666791
SGF,47.0,3.8523111,43.5756415
SHV,6.0,-93.7111,32.5173
SJC,7.0,-106.03875579447538,36.09509
SJT,7.0,-66.940356,10.485195
SMF,8.0,57.49604476883336,-20.29515195
SRQ,0.0,47.7693841,39.8153407
STL,9.0,-90.37047024952082,38.74962725
STS,4.0,-92.46003172493836,44.003452
SYR,5.0,43.166667,19.166667
TLH,20.0,-0.5715147,34.7797863
TPA,25.0,20.7851996,48.109792
TRI,4.0,-77.3327425,38.5451489
TUL,11.0,1.7706797,45.2678347
TUS,3.0,59.5169387,36.4833014
TVC,0.0,13.400984544985985,-8.97796365
TYS,8.0,-83.99887165077078,35.809552999999994
VPS,7.0,-121.9844674,37.3787644
XNA,52.0,-94.30231731247596,36.279381150000006
YUM,3.0,-114.60772586873736,32.64851395
ABQ,7.0,-0.0522137,51.5473673
ACY,56.0,,
ATL,274.0,-84.42927118585675,33.63779875
AUS,33.0,-97.66500963529676,30.19348925
BDL,16.0,4.5322123,36.4636178
BNA,88.0,44.7364245,35.5710071
BOI,2.0,9.495278,9.568333
BOS,135.0,22.8374152,45.7520158
BQN,31.0,91.4406019,53.72068
BUR,17.0,0.3267126,43.1893067
BWI,123.0,4.1203454,12.7229649
CHS,15.0,-92.876885,40.729827
CLE,82.0,-84.1566341,39.0678155
CLT,105.0,-71.332733,42.463107
CMH,50.0,-93.1047756,37.6435334
DEN,32.0,-104.68536732610298,39.8606676
DFW,272.0,-97.052651,32.8169726
DTW,186.0,25.35,11.433333
EWR,144.0,-0.9808491474216804,51.9293628
FLL,632.0,-87.97114,46.424572
IAH,176.0,-79.6311401,43.485555
IND,42.0,-86.1746933,40.3270127
LAS,501.0,0.3098676,43.4697786
LAX,264.0,-83.1215404,31.4732507
LBE,8.0,,
LGA,112.0,24.0216384,42.8814427
MCI,37.0,11.392882331230885,47.26281635
MCO,630.0,-100.91964965,29.44530225
MEM,15.0,-100.7712354,46.8397434
MHT,2.0,7.2622222,50.343663
MIA,126.0,165.9807237,-21.5549167
MKE,19.0,15.115839336574236,48.8638011
MSP,22.0,57.1743114,50.2863237
MSY,108.0,138.58985442726532,-34.925185299999995
MYR,41.0,-78.92905970872894,33.680640600000004
OAK,49.0,-88.517825,37.5764379
ORD,188.0,-94.0710625,41.2511017
ORF,23.0,-76.20229629965002,36.8946697
PBI,4.0,-121.6543791,36.673138050000006
PDX,18.0,-122.67777,45.5255102
PHL,128.0,102.6007983,15.8137152
PHX,44.0,-112.36551,33.409092
PIT,85.0,-1.1063789,44.4765421
PNS,16.0,18.23618521690468,49.8044351
PSE,3.0,0.5024554,46.9700014
RDU,16.0,-78.79765,35.870371
RIC,18.0,22.5194504,41.4427241
RNO,10.0,30.7383222,57.9159394
ROC,4.0,-77.67269338979611,43.1161699
RSW,51.0,6.4934556,49.9989624
SAN,33.0,3.282606,48.1978559
SAT,37.0,-7.7336741,40.7426067
SDF,39.0,48.5279462,34.7903513
SEA,8.0,126.9782914,37.5666791
SJC,23.0,-106.03875579447538,36.09509
SJU,106.0,11.417193959836451,58.11413
SLC,26.0,-51.20556320285798,-30.044138
SMF,24.0,57.49604476883336,-20.29515195
SNA,15.0,44.2,15.35
STL,15.0,-90.37047024952082,38.74962725
STT,19.0,76.1188893,10.7005828
STX,11.0,121.31556076535524,39.5075108
TPA,145.0,20.7851996,48.109792
ABE,9.0,-84.3743929,40.1658829
AGS,13.0,-122.3960076,37.7794178
ALB,13.0,-115.002136,55.001251
ATL,16.0,-84.42927118585675,33.63779875
AVL,28.0,15.422190596309871,47.0795199
AVP,2.0,12.0919873,44.54921
BDL,6.0,4.5322123,36.4636178
BGR,15.0,-68.798961,44.827739
BHM,29.0,19.14518437848014,50.2917643
BNA,27.0,44.7364245,35.5710071
BRO,2.0,17.6426027,59.514658
BTR,9.0,35.6826178,32.9956392
BTV,18.0,9.7499395,47.4721844
BUF,12.0,-78.73075229745353,42.9402016
CAE,17.0,-72.635583,42.2040159
CAK,21.0,16.5136076,47.353935
CHA,7.0,91.5017422,29.7583709
CHS,22.0,-92.876885,40.729827
CID,4.0,-80.1059762,35.712047
CLE,17.0,-84.1566341,39.0678155
CLT,477.0,-71.332733,42.463107
CMH,10.0,-93.1047756,37.6435334
CRW,15.0,-101.7345891,32.6826975
CVG,18.0,10.927840369587262,44.6204085
DAB,2.0,74.4306076,32.7424496
DAY,36.0,-121.3744266,41.2115526
DCA,439.0,-77.0460178,38.8530365
DFW,81.0,-97.052651,32.8169726
DSM,11.0,-121.6883402,44.0033869
DTW,7.0,25.35,11.433333
FAY,8.0,2.80813,49.88527
FSD,0.0,53.0982277,18.4596994
GNV,4.0,-77.0713713,-11.9344683
GPT,10.0,104.999927,35.000074
GRR,7.0,34.9405303,31.3248393
GSO,18.0,-112.1760442,33.4619044
GSP,42.0,-82.21722845651891,34.8954456
HPN,36.0,106.6990686,10.9287173
HSV,31.0,19.42432223087173,51.7359606
IAD,13.0,-43.3744102,-21.7788848
ILM,14.0,-77.90953507173883,34.27353635
IND,1.0,-86.1746933,40.3270127
